Date,NumMosquitos,WnvPresent
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,2,0
2007-06-26,2,0
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,5,0
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,1,0
2007-06-26,2,0
2007-06-26,1,0
2007-06-26,3,0
2007-06-26,5,0
2007-06-26,1,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,2,0
2007-06-29,2,0
2007-06-29,3,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,3,0
2007-06-29,2,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,2,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,6,0
2007-06-29,3,0
2007-06-29,3,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,2,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,5,0
2007-06-29,6,0
2007-06-29,5,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,2,0
2007-06-29,3,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-06-29,1,0
2007-07-02,3,0
2007-07-02,2,0
2007-07-02,4,0
2007-07-02,4,0
2007-07-02,3,0
2007-07-02,2,0
2007-07-02,2,0
2007-07-02,3,0
2007-07-02,16,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,3,0
2007-07-02,3,0
2007-07-02,4,0
2007-07-02,3,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,6,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,5,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,11,0
2007-07-02,2,0
2007-07-02,16,0
2007-07-02,12,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,5,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,28,0
2007-07-02,4,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,4,0
2007-07-02,3,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,5,0
2007-07-02,4,0
2007-07-02,8,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,3,0
2007-07-02,2,0
2007-07-02,6,0
2007-07-02,1,0
2007-07-02,5,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-02,3,0
2007-07-02,2,0
2007-07-02,3,0
2007-07-02,1,0
2007-07-02,2,0
2007-07-02,1,0
2007-07-02,1,0
2007-07-11,18,0
2007-07-11,7,0
2007-07-11,2,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,4,0
2007-07-11,1,0
2007-07-11,6,0
2007-07-11,5,0
2007-07-11,3,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,50,0
2007-07-11,35,0
2007-07-11,50,0
2007-07-11,8,0
2007-07-11,1,0
2007-07-11,8,0
2007-07-11,19,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,14,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,22,0
2007-07-11,21,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,14,0
2007-07-11,8,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,37,0
2007-07-11,14,0
2007-07-11,8,0
2007-07-11,4,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,7,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,27,0
2007-07-11,5,0
2007-07-11,5,0
2007-07-11,1,0
2007-07-11,18,0
2007-07-11,4,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,13,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,4,0
2007-07-11,8,0
2007-07-11,50,0
2007-07-11,50,0
2007-07-11,39,0
2007-07-11,50,0
2007-07-11,27,0
2007-07-11,29,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,39,0
2007-07-11,14,0
2007-07-11,5,0
2007-07-11,2,0
2007-07-11,20,0
2007-07-11,5,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,15,0
2007-07-11,5,0
2007-07-11,4,0
2007-07-11,17,0
2007-07-11,4,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,3,0
2007-07-11,4,0
2007-07-11,6,0
2007-07-11,4,0
2007-07-11,5,0
2007-07-11,4,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,16,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,22,0
2007-07-11,2,0
2007-07-11,2,0
2007-07-11,4,0
2007-07-11,9,0
2007-07-11,10,0
2007-07-11,3,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,2,0
2007-07-11,2,0
2007-07-11,3,0
2007-07-11,11,0
2007-07-11,1,0
2007-07-11,18,0
2007-07-11,1,0
2007-07-11,6,0
2007-07-11,6,0
2007-07-11,2,0
2007-07-11,1,0
2007-07-11,11,0
2007-07-11,1,0
2007-07-11,4,0
2007-07-11,4,0
2007-07-11,1,0
2007-07-11,2,0
2007-07-11,7,0
2007-07-11,5,0
2007-07-11,1,0
2007-07-11,1,0
2007-07-18,7,0
2007-07-18,2,0
2007-07-18,4,0
2007-07-18,3,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,4,0
2007-07-18,12,0
2007-07-18,4,0
2007-07-18,29,0
2007-07-18,1,0
2007-07-18,8,0
2007-07-18,34,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,3,0
2007-07-18,2,0
2007-07-18,5,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,15,0
2007-07-18,19,0
2007-07-18,7,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,4,0
2007-07-18,1,0
2007-07-18,3,0
2007-07-18,7,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,11,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,3,0
2007-07-18,9,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,2,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,10,0
2007-07-18,5,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,7,0
2007-07-18,4,0
2007-07-18,7,0
2007-07-18,2,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,2,0
2007-07-18,50,0
2007-07-18,50,0
2007-07-18,50,0
2007-07-18,26,0
2007-07-18,50,0
2007-07-18,2,0
2007-07-18,27,0
2007-07-18,15,0
2007-07-18,1,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,3,0
2007-07-18,3,0
2007-07-18,1,0
2007-07-18,1,0
2007-07-18,9,0
2007-07-18,4,0
2007-07-18,3,0
2007-07-18,50,0
2007-07-18,50,0
2007-07-18,2,0
2007-07-18,12,0
2007-07-18,26,0
2007-07-18,13,0
2007-07-18,50,1
2007-07-18,1,0
2007-07-18,21,0
2007-07-19,2,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,3,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,8,0
2007-07-19,2,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,7,0
2007-07-19,11,0
2007-07-19,7,0
2007-07-19,25,0
2007-07-19,50,0
2007-07-19,4,0
2007-07-19,21,0
2007-07-19,32,0
2007-07-19,1,0
2007-07-19,7,0
2007-07-19,2,0
2007-07-19,2,0
2007-07-19,1,0
2007-07-19,1,0
2007-07-19,9,0
2007-07-19,1,0
2007-07-19,7,0
2007-07-19,21,0
2007-07-19,50,0
2007-07-19,50,0
2007-07-19,50,0
2007-07-19,50,0
2007-07-19,50,0
2007-07-19,50,0
2007-07-19,47,0
2007-07-19,50,0
2007-07-19,6,0
2007-07-19,14,0
2007-07-19,1,0
2007-07-19,32,0
2007-07-19,1,0
2007-07-19,3,0
2007-07-19,1,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,1
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,44,0
2007-07-25,50,1
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,1
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,23,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,20,0
2007-07-25,13,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,1
2007-07-25,50,1
2007-07-25,50,0
2007-07-25,1,0
2007-07-25,1,0
2007-07-25,17,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,46,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,48,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,10,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,42,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,50,0
2007-07-25,2,0
2007-07-25,1,0
2007-07-25,50,0
2007-07-25,33,0
2007-07-25,11,0
2007-07-25,10,0
2007-07-25,45,0
2007-07-25,2,0
2007-07-27,23,0
2007-07-27,11,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,5,0
2007-07-27,1,0
2007-07-27,13,0
2007-07-27,5,0
2007-07-27,3,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,6,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,6,0
2007-07-27,5,0
2007-07-27,4,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,4,0
2007-07-27,3,0
2007-07-27,3,0
2007-07-27,1,0
2007-07-27,4,0
2007-07-27,2,0
2007-07-27,6,0
2007-07-27,5,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,2,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,4,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,7,0
2007-07-27,1,0
2007-07-27,4,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,2,0
2007-07-27,10,0
2007-07-27,14,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,3,0
2007-07-27,1,0
2007-07-27,2,0
2007-07-27,3,0
2007-07-27,1,0
2007-07-27,1,0
2007-07-27,5,0
2007-07-27,1,0
2007-07-27,4,0
2007-07-27,3,0
2007-07-27,1,0
2007-07-27,7,0
2007-07-27,4,0
2007-07-27,2,0
2007-07-27,2,0
2007-07-27,2,0
2007-07-27,1,0
2007-08-01,33,0
2007-08-01,50,1
2007-08-01,21,1
2007-08-01,8,0
2007-08-01,28,0
2007-08-01,39,0
2007-08-01,1,0
2007-08-01,6,0
2007-08-01,5,1
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,11,0
2007-08-01,12,0
2007-08-01,2,0
2007-08-01,8,0
2007-08-01,7,0
2007-08-01,21,0
2007-08-01,4,0
2007-08-01,3,0
2007-08-01,20,0
2007-08-01,21,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,3,0
2007-08-01,7,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,22,0
2007-08-01,24,0
2007-08-01,33,1
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,9,0
2007-08-01,8,0
2007-08-01,27,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,26,0
2007-08-01,15,0
2007-08-01,10,0
2007-08-01,17,0
2007-08-01,2,0
2007-08-01,12,0
2007-08-01,20,0
2007-08-01,4,0
2007-08-01,9,0
2007-08-01,12,0
2007-08-01,3,0
2007-08-01,9,0
2007-08-01,1,0
2007-08-01,11,0
2007-08-01,5,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,6,0
2007-08-01,2,0
2007-08-01,18,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,15,1
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,8,0
2007-08-01,6,0
2007-08-01,1,0
2007-08-01,14,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,6,0
2007-08-01,2,0
2007-08-01,23,0
2007-08-01,11,0
2007-08-01,3,0
2007-08-01,13,0
2007-08-01,2,0
2007-08-01,6,0
2007-08-01,10,0
2007-08-01,33,0
2007-08-01,9,0
2007-08-01,1,0
2007-08-01,14,0
2007-08-01,50,0
2007-08-01,8,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,5,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,19,0
2007-08-01,25,0
2007-08-01,17,1
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,4,0
2007-08-01,9,0
2007-08-01,11,0
2007-08-01,9,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,35,0
2007-08-01,50,1
2007-08-01,2,0
2007-08-01,10,1
2007-08-01,7,0
2007-08-01,50,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,3,0
2007-08-01,6,0
2007-08-01,7,0
2007-08-01,10,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,12,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,8,0
2007-08-01,12,0
2007-08-01,2,0
2007-08-01,8,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,12,0
2007-08-01,2,0
2007-08-01,35,0
2007-08-01,18,0
2007-08-01,2,0
2007-08-01,11,0
2007-08-01,15,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,8,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,7,0
2007-08-01,2,1
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,3,0
2007-08-01,15,0
2007-08-01,41,0
2007-08-01,26,0
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,50,1
2007-08-01,22,0
2007-08-01,4,0
2007-08-01,7,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,9,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,14,0
2007-08-01,3,0
2007-08-01,22,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,8,0
2007-08-01,5,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,4,0
2007-08-01,12,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,16,0
2007-08-01,1,0
2007-08-01,11,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,26,0
2007-08-01,16,0
2007-08-01,1,0
2007-08-01,10,1
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,6,0
2007-08-01,5,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,21,0
2007-08-01,3,0
2007-08-01,4,0
2007-08-01,6,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,6,0
2007-08-01,28,1
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,8,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,39,0
2007-08-01,12,0
2007-08-01,6,0
2007-08-01,1,0
2007-08-01,20,0
2007-08-01,16,0
2007-08-01,17,0
2007-08-01,13,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,4,0
2007-08-01,6,0
2007-08-01,1,0
2007-08-01,13,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,2,0
2007-08-01,9,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,6,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,10,0
2007-08-01,5,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,28,0
2007-08-01,15,0
2007-08-01,22,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,6,0
2007-08-01,2,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,6,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,6,0
2007-08-01,4,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,4,0
2007-08-01,3,0
2007-08-01,2,0
2007-08-01,5,0
2007-08-01,4,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,5,0
2007-08-01,5,0
2007-08-01,13,1
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,50,0
2007-08-01,3,1
2007-08-01,14,0
2007-08-01,2,0
2007-08-01,2,0
2007-08-01,12,0
2007-08-01,38,0
2007-08-01,11,0
2007-08-01,6,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,3,0
2007-08-01,8,0
2007-08-01,11,0
2007-08-01,32,0
2007-08-01,2,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,3,0
2007-08-01,1,0
2007-08-01,2,0
2007-08-01,6,0
2007-08-01,2,0
2007-08-01,7,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,1,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,15,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,40,0
2007-08-01,24,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,27,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,16,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,5,0
2007-08-01,2,0
2007-08-01,16,1
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,47,0
2007-08-01,6,0
2007-08-01,50,0
2007-08-01,3,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
2007-08-01,50,0
