Date,Block,AddressAccuracy,Species_CULEX PIPIENS,Species_CULEX RESTUANS,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2007-05-29,22,8,0,0,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,22,8,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,11,8,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,17,9,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,22,8,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,22,8,1,0,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,53,5,0,0,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,53,5,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,65,8,0,0,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,75,8,0,0,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,15,8,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-05-29,89,8,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,0.0,29.39,30.11,5.8,18,6.5
2007-06-05,41,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,41,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,41,9,1,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,79,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,79,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,15,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,15,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,15,8,1,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,25,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,8,1,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,21,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,21,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,22,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,22,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,17,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,22,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,22,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,22,8,1,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,65,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,65,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,15,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,89,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,91,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,36,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,72,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,38,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,49,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,58,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,50,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,14,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,10,5,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,11,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,42,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,42,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,42,8,1,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,53,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,53,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,40,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,40,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,43,3,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,42,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,42,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,28,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,15,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,18,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,70,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,70,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,25,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,21,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,35,9,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,35,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,93,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,37,8,0,0,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,37,8,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-05,45,9,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5,7.6
2007-06-26,41,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,41,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,41,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,62,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,62,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,79,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,15,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,15,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,25,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,25,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,21,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,22,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,22,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,22,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,22,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,53,5,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,53,5,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,65,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,65,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,75,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,75,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,36,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,36,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,72,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,72,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,38,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,49,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,58,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,58,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,14,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,14,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,9,1,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,42,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,42,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,42,8,1,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,53,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,53,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,40,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,43,3,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,42,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,28,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,18,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,70,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,70,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,35,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,35,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,45,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,40,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,46,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,60,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,60,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,70,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,61,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,27,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,68,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,21,8,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,21,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,30,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,11,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,25,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,10,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,10,9,1,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,96,9,0,0,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,96,9,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,18,8,0,1,92,70,81.0,10.0,69,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22,7.1
2007-06-29,41,9,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,79,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,79,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,25,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,22,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,22,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,22,8,1,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,11,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,22,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,65,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,75,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,75,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,15,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,72,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,58,9,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,58,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,50,9,1,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,10,5,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,11,9,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,11,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,11,9,1,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,42,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,53,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,40,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,43,3,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,42,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,18,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,70,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,70,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,35,9,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,37,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,60,8,0,1,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,61,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,30,8,0,0,70,56,63.0,-8.0,55,59.0,2.0,0.0,419.0,1931.0,0.0,29.41,30.13,7.6,2,8.3
