,0,1,2,3,4,5,6,7,8,9
42,0.0,12.0,14.0,32.0,0.0,1.0,0.0,1.0,0.0,12.0
43,0.0,9.0,16.0,31.0,1.0,1.0,0.0,1.0,0.0,4.85
44,0.0,13.0,8.0,27.0,0.0,0.0,1.0,0.0,1.0,4.3
45,0.0,7.0,15.0,28.0,1.0,1.0,1.0,1.0,0.0,6.0
46,0.0,16.0,12.0,34.0,0.0,1.0,0.0,1.0,0.0,15.0
47,0.0,10.0,13.0,29.0,0.0,0.0,1.0,0.0,0.0,4.85
48,1.0,8.0,33.0,47.0,0.0,1.0,0.0,0.0,0.0,9.0
49,0.0,12.0,9.0,27.0,0.0,1.0,0.0,1.0,0.0,6.36
50,0.0,12.0,7.0,25.0,0.0,1.0,0.0,0.0,0.0,9.15
51,1.0,16.0,13.0,35.0,0.0,1.0,0.0,1.0,0.0,11.0
52,0.0,12.0,7.0,25.0,1.0,1.0,0.0,1.0,0.0,4.5
53,0.0,12.0,16.0,34.0,1.0,1.0,0.0,1.0,0.0,4.8
54,0.0,13.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0
55,0.0,12.0,11.0,29.0,1.0,0.0,0.0,1.0,0.0,5.5
56,0.0,13.0,17.0,36.0,0.0,0.0,0.0,1.0,0.0,8.4
57,0.0,10.0,13.0,29.0,0.0,1.0,0.0,1.0,0.0,6.75
58,1.0,12.0,22.0,40.0,0.0,0.0,0.0,1.0,0.0,10.0
59,0.0,12.0,28.0,46.0,1.0,1.0,0.0,1.0,0.0,5.0
60,0.0,11.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,6.5
61,1.0,12.0,24.0,42.0,0.0,1.0,0.0,0.0,1.0,10.75
62,0.0,3.0,55.0,64.0,0.0,1.0,1.0,1.0,0.0,7.0
63,0.0,12.0,3.0,21.0,0.0,0.0,1.0,0.0,1.0,11.43
64,1.0,12.0,6.0,24.0,0.0,0.0,0.0,1.0,0.0,4.0
65,0.0,10.0,27.0,43.0,0.0,1.0,0.0,0.0,1.0,9.0
66,1.0,12.0,19.0,37.0,0.0,1.0,1.0,1.0,0.0,13.0
67,1.0,12.0,19.0,37.0,0.0,1.0,0.0,0.0,1.0,12.22
68,0.0,12.0,38.0,56.0,1.0,1.0,0.0,1.0,0.0,6.28
69,1.0,10.0,41.0,57.0,0.0,1.0,1.0,1.0,0.0,6.75
70,0.0,11.0,3.0,20.0,0.0,0.0,1.0,1.0,0.0,3.35
71,1.0,14.0,20.0,40.0,0.0,1.0,0.0,0.0,0.0,16.0
72,0.0,10.0,15.0,31.0,0.0,1.0,0.0,0.0,0.0,5.25
73,0.0,8.0,8.0,22.0,0.0,1.0,1.0,1.0,0.0,3.5
74,0.0,8.0,39.0,53.0,1.0,1.0,1.0,1.0,0.0,4.22
75,1.0,6.0,43.0,55.0,1.0,1.0,0.0,1.0,0.0,3.0
76,1.0,11.0,25.0,42.0,1.0,1.0,1.0,1.0,0.0,4.0
77,1.0,12.0,11.0,29.0,0.0,1.0,0.0,0.0,0.0,10.0
78,0.0,12.0,12.0,30.0,0.0,1.0,0.0,0.0,0.0,5.0
79,1.0,12.0,35.0,53.0,0.0,1.0,1.0,1.0,0.0,16.0
80,0.0,14.0,14.0,34.0,0.0,0.0,0.0,0.0,0.0,13.98
81,1.0,12.0,16.0,34.0,0.0,1.0,0.0,0.0,0.0,13.26
82,1.0,10.0,44.0,60.0,1.0,0.0,0.0,1.0,0.0,6.1
83,0.0,16.0,13.0,35.0,1.0,0.0,1.0,0.0,0.0,3.75
84,1.0,13.0,8.0,27.0,0.0,0.0,0.0,1.0,0.0,9.0
85,0.0,12.0,13.0,31.0,0.0,0.0,0.0,1.0,0.0,9.45
86,1.0,11.0,18.0,35.0,0.0,1.0,0.0,0.0,0.0,5.5
87,0.0,12.0,18.0,36.0,1.0,1.0,0.0,0.0,0.0,8.93
88,0.0,12.0,6.0,24.0,1.0,0.0,1.0,0.0,0.0,6.25
89,1.0,11.0,37.0,54.0,0.0,1.0,1.0,1.0,0.0,9.75
90,0.0,12.0,2.0,20.0,0.0,1.0,1.0,1.0,0.0,6.73
91,0.0,12.0,23.0,41.0,0.0,1.0,0.0,1.0,0.0,7.78
92,0.0,12.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.85
93,0.0,12.0,10.0,28.0,1.0,1.0,1.0,1.0,0.0,3.35
94,0.0,12.0,23.0,41.0,0.0,1.0,0.0,1.0,0.0,19.98
95,1.0,12.0,8.0,26.0,0.0,1.0,0.0,0.0,0.0,8.5
96,0.0,15.0,9.0,30.0,1.0,1.0,0.0,1.0,0.0,9.75
97,1.0,12.0,33.0,51.0,0.0,1.0,0.0,0.0,1.0,15.0
98,0.0,12.0,19.0,37.0,1.0,1.0,0.0,1.0,0.0,8.0
99,0.0,13.0,14.0,33.0,0.0,1.0,0.0,0.0,0.0,11.25
100,1.0,11.0,13.0,30.0,0.0,1.0,0.0,0.0,0.0,14.0
101,0.0,10.0,12.0,28.0,0.0,1.0,0.0,0.0,1.0,10.0
102,0.0,12.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,6.5
103,0.0,12.0,23.0,41.0,0.0,1.0,0.0,1.0,0.0,9.83
104,0.0,14.0,13.0,33.0,1.0,0.0,0.0,1.0,0.0,18.5
105,0.0,12.0,9.0,27.0,0.0,1.0,1.0,0.0,0.0,12.5
106,1.0,14.0,21.0,41.0,0.0,1.0,0.0,0.0,0.0,26.0
107,0.0,5.0,44.0,55.0,0.0,1.0,1.0,0.0,1.0,14.0
108,1.0,12.0,4.0,22.0,0.0,1.0,0.0,0.0,0.0,10.5
109,0.0,8.0,42.0,56.0,0.0,1.0,0.0,1.0,0.0,11.0
110,1.0,13.0,10.0,29.0,0.0,1.0,0.0,0.0,0.0,12.47
111,0.0,12.0,11.0,29.0,0.0,0.0,0.0,0.0,1.0,12.5
112,1.0,12.0,40.0,58.0,0.0,1.0,0.0,0.0,1.0,15.0
113,0.0,12.0,8.0,26.0,0.0,0.0,0.0,0.0,1.0,6.0
114,0.0,11.0,29.0,46.0,0.0,1.0,1.0,0.0,1.0,9.5
115,1.0,16.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0
116,0.0,11.0,11.0,28.0,0.0,0.0,0.0,0.0,1.0,3.75
117,1.0,12.0,12.0,30.0,0.0,1.0,0.0,0.0,0.0,12.57
118,0.0,8.0,22.0,36.0,1.0,1.0,0.0,0.0,0.0,6.88
119,0.0,12.0,12.0,30.0,0.0,1.0,0.0,0.0,0.0,5.5
120,1.0,12.0,7.0,25.0,0.0,1.0,0.0,0.0,0.0,7.0
121,0.0,12.0,15.0,33.0,1.0,0.0,0.0,1.0,0.0,4.5
122,0.0,12.0,28.0,46.0,0.0,1.0,0.0,0.0,0.0,6.5
123,1.0,12.0,20.0,38.0,0.0,1.0,1.0,1.0,0.0,12.0
124,0.0,12.0,6.0,24.0,0.0,0.0,1.0,0.0,1.0,5.0
125,0.0,12.0,5.0,23.0,0.0,0.0,1.0,1.0,0.0,6.5
126,0.0,9.0,30.0,45.0,1.0,1.0,1.0,1.0,0.0,6.8
127,0.0,13.0,18.0,37.0,0.0,1.0,0.0,0.0,0.0,8.75
128,0.0,12.0,6.0,24.0,1.0,1.0,1.0,1.0,0.0,3.75
129,0.0,12.0,16.0,34.0,0.0,0.0,1.0,0.0,0.0,4.5
130,1.0,12.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,6.0
131,0.0,12.0,3.0,21.0,0.0,0.0,0.0,1.0,0.0,5.5
132,0.0,12.0,8.0,26.0,0.0,1.0,0.0,0.0,0.0,13.0
133,0.0,14.0,2.0,22.0,0.0,0.0,0.0,1.0,0.0,5.65
134,0.0,9.0,16.0,31.0,0.0,0.0,0.0,1.0,0.0,4.8
135,0.0,10.0,9.0,25.0,0.0,1.0,1.0,0.0,1.0,7.0
136,0.0,12.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,5.25
137,0.0,7.0,43.0,56.0,0.0,1.0,1.0,1.0,0.0,3.35
138,0.0,9.0,38.0,53.0,0.0,1.0,0.0,1.0,0.0,8.5
139,0.0,12.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0
140,0.0,12.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0,6.75
141,0.0,12.0,18.0,36.0,0.0,1.0,0.0,1.0,0.0,8.89
142,1.0,11.0,15.0,32.0,0.0,0.0,0.0,1.0,0.0,14.21
143,1.0,11.0,28.0,45.0,0.0,1.0,1.0,0.0,1.0,10.78
144,1.0,10.0,27.0,43.0,0.0,1.0,1.0,0.0,1.0,8.9
145,0.0,12.0,38.0,56.0,0.0,1.0,1.0,0.0,0.0,7.5
146,0.0,12.0,3.0,21.0,1.0,0.0,0.0,1.0,0.0,4.5
147,1.0,12.0,41.0,59.0,0.0,1.0,0.0,0.0,0.0,11.25
148,1.0,12.0,16.0,34.0,0.0,1.0,1.0,0.0,0.0,13.45
149,0.0,13.0,7.0,26.0,0.0,1.0,1.0,1.0,0.0,6.0
150,0.0,6.0,33.0,45.0,1.0,0.0,1.0,1.0,0.0,4.62
151,0.0,14.0,25.0,45.0,0.0,1.0,0.0,1.0,0.0,10.58
152,0.0,12.0,5.0,23.0,0.0,1.0,1.0,0.0,0.0,5.0
153,0.0,14.0,17.0,37.0,0.0,0.0,1.0,0.0,0.0,8.2
154,0.0,12.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,6.25
155,0.0,12.0,13.0,31.0,0.0,1.0,0.0,1.0,0.0,8.5
156,0.0,16.0,18.0,40.0,0.0,1.0,0.0,0.0,0.0,24.98
157,0.0,14.0,21.0,41.0,0.0,1.0,1.0,0.0,0.0,16.65
158,0.0,14.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,6.25
159,0.0,12.0,4.0,22.0,1.0,0.0,1.0,0.0,0.0,4.55
160,0.0,12.0,30.0,48.0,1.0,1.0,1.0,0.0,0.0,11.25
161,0.0,13.0,32.0,51.0,0.0,0.0,0.0,0.0,0.0,21.25
162,0.0,17.0,13.0,36.0,1.0,1.0,0.0,0.0,0.0,12.65
163,0.0,12.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,7.5
164,0.0,14.0,26.0,46.0,1.0,1.0,0.0,0.0,0.0,10.25
165,0.0,16.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,3.35
166,0.0,16.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,13.45
167,1.0,15.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,4.84
168,0.0,17.0,32.0,55.0,0.0,1.0,1.0,0.0,0.0,26.29
169,0.0,12.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,6.58
170,0.0,14.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,44.5
171,0.0,12.0,42.0,60.0,0.0,1.0,0.0,1.0,0.0,15.0
172,0.0,16.0,3.0,25.0,1.0,0.0,0.0,1.0,0.0,11.25
173,0.0,12.0,32.0,50.0,1.0,1.0,0.0,0.0,0.0,7.0
174,0.0,14.0,22.0,42.0,0.0,0.0,0.0,0.0,0.0,10.0
175,0.0,16.0,18.0,40.0,0.0,1.0,0.0,0.0,0.0,14.53
176,0.0,18.0,19.0,43.0,1.0,1.0,0.0,0.0,0.0,20.0
177,0.0,15.0,12.0,33.0,0.0,1.0,0.0,0.0,0.0,22.5
178,0.0,12.0,42.0,60.0,1.0,1.0,0.0,0.0,0.0,3.64
179,0.0,12.0,34.0,52.0,0.0,1.0,1.0,0.0,0.0,10.62
180,0.0,18.0,29.0,53.0,0.0,1.0,0.0,0.0,0.0,24.98
181,0.0,16.0,8.0,30.0,0.0,0.0,1.0,0.0,0.0,6.0
182,0.0,18.0,13.0,37.0,0.0,0.0,0.0,1.0,0.0,19.0
183,0.0,16.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,13.2
184,0.0,16.0,22.0,44.0,0.0,1.0,0.0,0.0,0.0,22.5
185,0.0,16.0,10.0,32.0,0.0,1.0,1.0,0.0,0.0,15.0
186,0.0,17.0,15.0,38.0,1.0,1.0,0.0,0.0,0.0,6.88
187,0.0,12.0,26.0,44.0,0.0,1.0,0.0,0.0,0.0,11.84
188,0.0,14.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,16.14
189,0.0,18.0,14.0,38.0,1.0,1.0,0.0,0.0,0.0,13.95
190,0.0,12.0,38.0,56.0,1.0,1.0,0.0,0.0,0.0,13.16
191,0.0,12.0,14.0,32.0,0.0,1.0,1.0,0.0,0.0,5.3
192,0.0,12.0,7.0,25.0,1.0,1.0,0.0,0.0,0.0,4.5
193,0.0,18.0,13.0,37.0,1.0,0.0,1.0,0.0,0.0,10.0
194,0.0,10.0,20.0,36.0,0.0,1.0,0.0,0.0,0.0,10.0
195,1.0,16.0,7.0,29.0,0.0,1.0,0.0,0.0,0.0,10.0
196,0.0,16.0,26.0,48.0,1.0,1.0,0.0,0.0,0.0,9.37
197,0.0,16.0,14.0,36.0,0.0,1.0,0.0,0.0,0.0,5.8
198,0.0,13.0,36.0,55.0,0.0,0.0,0.0,0.0,0.0,17.86
199,0.0,12.0,24.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0
200,0.0,14.0,41.0,61.0,0.0,1.0,1.0,0.0,0.0,8.8
201,0.0,16.0,7.0,29.0,0.0,1.0,0.0,0.0,0.0,9.0
202,0.0,17.0,14.0,37.0,0.0,0.0,1.0,0.0,0.0,18.16
203,0.0,12.0,1.0,19.0,1.0,0.0,1.0,0.0,0.0,7.81
204,0.0,16.0,6.0,28.0,1.0,1.0,0.0,1.0,0.0,10.62
205,0.0,12.0,3.0,21.0,1.0,1.0,0.0,0.0,0.0,4.5
206,0.0,15.0,31.0,52.0,0.0,1.0,0.0,0.0,0.0,17.25
207,0.0,13.0,14.0,33.0,1.0,1.0,0.0,1.0,0.0,10.5
208,0.0,14.0,13.0,33.0,1.0,1.0,0.0,0.0,0.0,9.22
209,1.0,16.0,26.0,48.0,0.0,1.0,0.0,1.0,0.0,15.0
210,0.0,18.0,14.0,38.0,0.0,1.0,0.0,0.0,0.0,22.5
211,0.0,13.0,33.0,52.0,1.0,1.0,0.0,0.0,0.0,4.55
212,0.0,12.0,16.0,34.0,0.0,1.0,0.0,0.0,0.0,9.0
213,0.0,18.0,10.0,34.0,0.0,1.0,0.0,0.0,0.0,13.33
214,0.0,14.0,22.0,42.0,0.0,0.0,0.0,0.0,0.0,15.0
215,0.0,14.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,7.5
216,0.0,12.0,29.0,47.0,1.0,1.0,1.0,0.0,0.0,4.25
217,0.0,12.0,43.0,61.0,0.0,1.0,0.0,1.0,0.0,12.5
218,0.0,12.0,5.0,23.0,1.0,1.0,0.0,0.0,0.0,5.13
219,0.0,16.0,14.0,36.0,1.0,1.0,1.0,0.0,0.0,3.35
220,0.0,12.0,28.0,46.0,0.0,1.0,1.0,0.0,0.0,11.11
221,0.0,11.0,25.0,42.0,1.0,1.0,1.0,0.0,0.0,3.84
222,0.0,12.0,45.0,63.0,1.0,1.0,0.0,0.0,0.0,6.4
223,0.0,14.0,5.0,25.0,0.0,0.0,1.0,0.0,0.0,5.56
224,0.0,12.0,20.0,38.0,0.0,1.0,1.0,1.0,0.0,10.0
225,0.0,16.0,6.0,28.0,1.0,1.0,0.0,0.0,0.0,5.65
226,0.0,16.0,16.0,38.0,0.0,1.0,0.0,0.0,0.0,11.5
227,0.0,11.0,33.0,50.0,1.0,1.0,0.0,0.0,0.0,3.5
228,0.0,13.0,2.0,21.0,1.0,1.0,1.0,0.0,0.0,3.35
229,0.0,12.0,10.0,28.0,1.0,0.0,1.0,0.0,0.0,4.75
230,0.0,14.0,44.0,64.0,0.0,1.0,1.0,0.0,0.0,19.98
231,0.0,14.0,6.0,26.0,1.0,1.0,1.0,0.0,0.0,3.5
232,0.0,12.0,15.0,33.0,1.0,0.0,0.0,0.0,0.0,4.0
233,0.0,12.0,5.0,23.0,0.0,1.0,0.0,0.0,0.0,7.0
234,0.0,13.0,4.0,23.0,1.0,1.0,0.0,1.0,0.0,6.25
235,0.0,14.0,14.0,34.0,0.0,1.0,0.0,0.0,0.0,4.5
236,0.0,14.0,32.0,52.0,1.0,1.0,0.0,0.0,0.0,14.29
237,0.0,12.0,14.0,32.0,1.0,1.0,0.0,0.0,0.0,5.0
238,0.0,14.0,21.0,41.0,0.0,1.0,0.0,0.0,0.0,13.75
239,1.0,12.0,43.0,61.0,0.0,1.0,0.0,0.0,0.0,13.71
240,0.0,12.0,27.0,45.0,1.0,1.0,1.0,0.0,0.0,7.5
241,0.0,12.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,3.8
242,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0
243,0.0,12.0,32.0,50.0,0.0,1.0,1.0,0.0,0.0,9.42
244,0.0,12.0,20.0,38.0,0.0,1.0,0.0,0.0,0.0,5.5
245,0.0,15.0,4.0,25.0,0.0,0.0,1.0,0.0,0.0,3.75
246,0.0,12.0,34.0,52.0,0.0,1.0,0.0,0.0,0.0,3.5
247,0.0,13.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,5.8
248,0.0,17.0,13.0,36.0,0.0,1.0,0.0,1.0,0.0,12.0
249,0.0,14.0,17.0,37.0,1.0,1.0,0.0,0.0,0.0,5.0
250,0.0,13.0,10.0,29.0,1.0,1.0,1.0,0.0,0.0,8.75
251,0.0,16.0,7.0,29.0,1.0,1.0,0.0,0.0,0.0,10.0
252,0.0,12.0,25.0,43.0,1.0,0.0,0.0,0.0,0.0,8.5
253,0.0,12.0,18.0,36.0,1.0,1.0,0.0,0.0,0.0,8.63
254,0.0,16.0,27.0,49.0,1.0,1.0,0.0,1.0,0.0,9.0
255,0.0,16.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,5.5
256,0.0,13.0,13.0,32.0,0.0,1.0,0.0,0.0,0.0,11.11
257,0.0,14.0,24.0,44.0,1.0,0.0,0.0,0.0,0.0,10.0
258,0.0,18.0,13.0,37.0,1.0,1.0,1.0,0.0,0.0,5.2
259,1.0,14.0,15.0,35.0,1.0,0.0,0.0,0.0,0.0,8.0
260,0.0,12.0,12.0,30.0,1.0,0.0,1.0,0.0,0.0,3.56
261,0.0,12.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,5.2
262,0.0,12.0,43.0,61.0,1.0,1.0,0.0,0.0,1.0,11.67
263,0.0,12.0,13.0,31.0,1.0,1.0,0.0,1.0,0.0,11.32
264,0.0,12.0,16.0,34.0,1.0,1.0,1.0,0.0,0.0,7.5
265,0.0,11.0,24.0,41.0,1.0,1.0,0.0,0.0,0.0,5.5
266,0.0,16.0,4.0,26.0,1.0,1.0,1.0,0.0,0.0,5.0
267,0.0,12.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,7.75
268,0.0,12.0,45.0,63.0,1.0,1.0,0.0,0.0,0.0,5.25
269,1.0,12.0,20.0,38.0,0.0,1.0,0.0,0.0,0.0,9.0
270,0.0,12.0,38.0,56.0,1.0,1.0,0.0,0.0,0.0,9.65
271,0.0,18.0,10.0,34.0,0.0,1.0,1.0,0.0,0.0,5.21
272,0.0,11.0,16.0,33.0,1.0,1.0,0.0,0.0,0.0,7.0
273,0.0,12.0,32.0,50.0,1.0,1.0,1.0,0.0,0.0,12.16
274,0.0,16.0,2.0,24.0,1.0,0.0,1.0,0.0,0.0,5.25
275,0.0,13.0,28.0,47.0,1.0,0.0,1.0,0.0,0.0,10.32
276,0.0,16.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,3.35
277,1.0,13.0,8.0,27.0,1.0,0.0,0.0,0.0,0.0,7.7
278,0.0,12.0,44.0,62.0,1.0,1.0,0.0,1.0,0.0,9.17
279,0.0,12.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0,8.43
280,0.0,12.0,8.0,26.0,0.0,1.0,1.0,0.0,0.0,4.0
281,0.0,12.0,4.0,22.0,1.0,1.0,0.0,0.0,0.0,4.13
282,0.0,12.0,28.0,46.0,1.0,1.0,1.0,0.0,0.0,3.0
283,0.0,13.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,4.25
284,0.0,14.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,7.53
285,0.0,14.0,12.0,32.0,1.0,1.0,0.0,1.0,0.0,10.53
286,0.0,12.0,39.0,57.0,1.0,1.0,0.0,0.0,0.0,5.0
287,0.0,12.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,15.03
288,0.0,17.0,32.0,55.0,1.0,1.0,0.0,0.0,0.0,11.25
289,0.0,16.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,6.25
290,0.0,12.0,25.0,43.0,1.0,0.0,0.0,0.0,0.0,3.5
291,0.0,12.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,6.85
292,0.0,13.0,16.0,35.0,1.0,1.0,0.0,0.0,0.0,12.5
293,0.0,12.0,5.0,23.0,0.0,0.0,1.0,0.0,0.0,12.0
294,0.0,13.0,31.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0
295,0.0,12.0,25.0,43.0,1.0,0.0,0.0,0.0,0.0,9.5
296,0.0,12.0,15.0,33.0,1.0,1.0,0.0,0.0,0.0,4.1
297,0.0,14.0,15.0,35.0,1.0,1.0,1.0,0.0,0.0,10.43
298,0.0,12.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,5.0
299,0.0,12.0,19.0,37.0,0.0,1.0,0.0,0.0,0.0,7.69
300,0.0,12.0,21.0,39.0,1.0,0.0,0.0,0.0,0.0,5.5
301,0.0,12.0,6.0,24.0,1.0,0.0,0.0,0.0,0.0,6.4
302,1.0,12.0,14.0,32.0,1.0,1.0,0.0,0.0,0.0,12.5
303,0.0,13.0,30.0,49.0,1.0,1.0,0.0,0.0,0.0,6.25
304,0.0,12.0,8.0,26.0,1.0,0.0,0.0,0.0,0.0,8.0
305,1.0,9.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,9.6
306,0.0,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,9.1
307,0.0,12.0,20.0,38.0,1.0,0.0,1.0,0.0,0.0,7.5
308,0.0,13.0,6.0,25.0,1.0,1.0,1.0,0.0,0.0,5.0
309,1.0,12.0,10.0,28.0,1.0,1.0,0.0,0.0,0.0,7.0
310,0.0,13.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,3.55
311,0.0,12.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,8.5
312,0.0,13.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,4.5
313,0.0,16.0,17.0,39.0,0.0,1.0,0.0,0.0,0.0,7.88
314,0.0,12.0,8.0,26.0,1.0,0.0,0.0,0.0,0.0,5.25
315,0.0,12.0,4.0,22.0,0.0,0.0,1.0,0.0,0.0,5.0
316,0.0,12.0,15.0,33.0,1.0,0.0,0.0,0.0,0.0,9.33
317,0.0,12.0,29.0,47.0,1.0,1.0,0.0,0.0,0.0,10.5
318,0.0,12.0,23.0,41.0,1.0,1.0,1.0,0.0,0.0,7.5
319,0.0,12.0,39.0,57.0,1.0,1.0,1.0,0.0,0.0,9.5
320,0.0,12.0,14.0,32.0,1.0,1.0,1.0,0.0,0.0,9.6
321,0.0,17.0,6.0,29.0,1.0,0.0,1.0,0.0,0.0,5.87
322,1.0,14.0,12.0,32.0,0.0,1.0,1.0,0.0,0.0,11.02
323,0.0,12.0,26.0,44.0,1.0,0.0,1.0,0.0,0.0,5.0
324,0.0,14.0,32.0,52.0,1.0,1.0,0.0,0.0,0.0,5.62
325,0.0,15.0,6.0,27.0,1.0,1.0,0.0,0.0,0.0,12.5
326,0.0,12.0,40.0,58.0,1.0,1.0,0.0,0.0,0.0,10.81
327,0.0,12.0,18.0,36.0,1.0,1.0,0.0,1.0,0.0,5.4
328,0.0,11.0,12.0,29.0,1.0,0.0,0.0,0.0,0.0,7.0
329,0.0,12.0,36.0,54.0,1.0,1.0,1.0,0.0,1.0,4.59
330,0.0,12.0,19.0,37.0,1.0,1.0,0.0,0.0,0.0,6.0
331,0.0,16.0,42.0,64.0,1.0,0.0,0.0,1.0,0.0,11.71
